8.231120565952453560e+00,6.968063888991677501e+00,5.121965504573790184e+00,4.012635875738727265e+00,3.287029913049503094e+00,2.872435823488485251e+00,2.827628156766970324e+00,2.813876430072694390e+00,2.708133393772655939e+00,2.604947283800799429e+00,2.562480545636210305e+00,2.598873758045156634e+00,2.756043556051207766e+00
8.050981554683513508e+00,6.347955363602461709e+00,4.755329522474845305e+00,3.657823052734798797e+00,3.040586437292530420e+00,2.827637857561734247e+00,2.817224955231430794e+00,2.760071162643502163e+00,2.648414977006606552e+00,2.574088052344653210e+00,2.567716103560155005e+00,2.661645173908970818e+00,2.876147957423857537e+00
7.775765079782529732e+00,5.744506314599038710e+00,4.381872634189830862e+00,3.361085271929497242e+00,2.908273553814454626e+00,2.794274622728194934e+00,2.791030997305417927e+00,2.696260951055582833e+00,2.600614873368345403e+00,2.559866031525137586e+00,2.600142877331986568e+00,2.754287124068647064e+00,3.004102582013556511e+00
7.402954792740293222e+00,5.201893123669364627e+00,3.999970299637374271e+00,3.124434485187090882e+00,2.846325062282472729e+00,2.768202384160541651e+00,2.744106071730048058e+00,2.635732559728989788e+00,2.568513047986765940e+00,2.566732800146089843e+00,2.663221328761285367e+00,2.872133111654639137e+00,3.114049291443628409e+00
6.952596407299970416e+00,4.736656326415141116e+00,3.638401805444190895e+00,2.961844355456058064e+00,2.793673541398207671e+00,2.741981688829890906e+00,2.683381555610063973e+00,2.587368863645337136e+00,2.554861241266675354e+00,2.601274506750217430e+00,2.754817002087079469e+00,2.999425881391970972e+00,3.192366807824619901e+00
6.447505545704054875e+00,4.338013973178676430e+00,3.341911039439062758e+00,2.871475350806983684e+00,2.742871505885139172e+00,2.707200961899006941e+00,2.622254359934701018e+00,2.555867638545296305e+00,2.564459528307478031e+00,2.665705155405158511e+00,2.870818060778703718e+00,3.111120500732741601e+00,3.243381335525850506e+00
5.907814440653734067e+00,3.979747239829859229e+00,3.130583164404030061e+00,2.810661298601631497e+00,2.703765100105854913e+00,2.661432252699650558e+00,2.571502190966491241e+00,2.544933625303008817e+00,2.602661747830730565e+00,2.757855425972747021e+00,2.997101508579647078e+00,3.193149767347581935e+00,3.277136809857001065e+00
5.361175603619779295e+00,3.654945011057690873e+00,2.990579012532537995e+00,2.748545728549250278e+00,2.671998526137339347e+00,2.610043254562474768e+00,2.538457042539114195e+00,2.559884111416679708e+00,2.670274781661038155e+00,2.874091424662939431e+00,3.110520443605226504e+00,3.248168938162830699e+00,3.299360993394472974e+00
4.840265702343844012e+00,3.386562635770145491e+00,2.890144556070198156e+00,2.694319428889934809e+00,2.637734630930118840e+00,2.561761890228269944e+00,2.529802382320266663e+00,2.605239087596083358e+00,2.765097572461509223e+00,3.000693163703918920e+00,3.196246977327462879e+00,3.283748799644984562e+00,3.312282655519317220e+00
4.364761753570430614e+00,3.189388827866240561e+00,2.802489166603990611e+00,2.658206943880396356e+00,2.597597680893071637e+00,2.526955170218084135e+00,2.552669572630320793e+00,2.679712449582202893e+00,2.883613248370071602e+00,3.114667739900123244e+00,3.253605107876745173e+00,3.304981393875848550e+00,3.318902027500322038e+00
3.939254550309452707e+00,3.047370061142733899e+00,2.726348700539127368e+00,2.630597619067096105e+00,2.556257346019310539e+00,2.518547111434633390e+00,2.610327443091874589e+00,2.779366092305778135e+00,3.010909831978525020e+00,3.200568901715161285e+00,3.288664811878986960e+00,3.316261434520156204e+00,3.323586621944311759e+00
3.576783920820441942e+00,2.931870743335458052e+00,2.670988337858024586e+00,2.598823785620042681e+00,2.524719089899715829e+00,2.549246642871152879e+00,2.696120477933361403e+00,2.899449075202202408e+00,3.122664481840766726e+00,3.257021805730331732e+00,3.308512089657136279e+00,3.323114347709376748e+00,3.331190045422943502e+00
3.294538635461746967e+00,2.827307754738537682e+00,2.633566347821151510e+00,2.563120351063922886e+00,2.520037673106429121e+00,2.620726674002692214e+00,2.800630423466319296e+00,3.024488194340829494e+00,3.204525485115487626e+00,3.291093573033212483e+00,3.320229057366938630e+00,3.331542118913966011e+00,3.346545840245907844e+00
3.087038565703275506e+00,2.739700588679410576e+00,2.603598054939626483e+00,2.536832963399996199e+00,2.558604896178707122e+00,2.717375948350369885e+00,2.918706163404022114e+00,3.131400065550490552e+00,3.258292774417540727e+00,3.311853334149324368e+00,3.331003385574571318e+00,3.347116686749137759e+00,3.371986092866848583e+00
2.940732814520960137e+00,2.676593841244385708e+00,2.576660907552565938e+00,2.538209403010452725e+00,2.639169332796825529e+00,2.824409023446640798e+00,3.038483444365439379e+00,3.208564898856964387e+00,3.293175296520240991e+00,3.327902644840025292e+00,3.347458529044094355e+00,3.372507330743436338e+00,3.406830995055327715e+00
