2.110329386969907318e+03,1.170728054011746963e+03,1.791805446626921594e+03,3.770414251256972875e+02,7.022722240569518704e+01,1.892686157163930005e+01,1.106555415888129090e+01,1.144847507924435526e+01,1.534557321591544543e+01,1.583854780667221007e+01,1.277062812921668211e+01,1.224525714193827142e+01,1.399833622136727662e+01
1.609816307206580404e+03,1.481351369872040550e+03,1.199234225918486118e+03,2.054780997702671925e+02,4.306719746331624776e+01,1.356982416036592021e+01,1.109252908923331660e+01,1.283724628569772719e+01,1.668217991512335274e+01,1.408986193156520095e+01,1.225180693497546436e+01,1.276810066418221723e+01,1.594071763444693524e+01
1.273088040135913161e+03,1.637823930711325829e+03,7.122549186299822850e+02,1.168350928018331132e+02,2.573973185047011114e+01,1.146595299631962561e+01,1.188472818887115778e+01,1.476788456210114830e+01,1.602053338527604964e+01,1.281123349228852781e+01,1.223752630401789254e+01,1.397810375935558014e+01,1.826973120942879092e+01
1.250652189739146479e+03,1.449980783391658861e+03,3.962268881271743908e+02,6.752097787293239151e+01,1.613705797967621081e+01,1.127567740562949261e+01,1.330689503487604064e+01,1.610540731338194220e+01,1.423935424312791653e+01,1.224685200955742381e+01,1.276163179255645019e+01,1.591921056522137157e+01,2.037293172499021665e+01
1.348279128089953929e+03,1.071682290573113733e+03,2.156747255546436577e+02,3.789096151086467046e+01,1.202532199892185183e+01,1.235075053387736155e+01,1.483523402086678189e+01,1.575636063845325019e+01,1.283368961018903498e+01,1.223088535821440281e+01,1.397702786548091503e+01,1.825693791920972586e+01,2.185557875832260066e+01
1.369179303526410877e+03,6.843021341187015878e+02,1.172775820928191308e+02,2.085841683684331826e+01,1.126208850400523076e+01,1.412929905765219019e+01,1.565924161641849288e+01,1.417619656865875832e+01,1.222363475381995812e+01,1.276460538437706482e+01,1.592655908588582392e+01,2.039133269597021325e+01,2.273279033804728400e+01
1.231286250653602110e+03,3.909800179026602223e+02,6.255303343621303469e+01,1.297904266838789589e+01,1.250240819228599598e+01,1.556146862299305234e+01,1.521280203710359658e+01,1.276860825443144876e+01,1.221963086473483173e+01,1.399954548965024514e+01,1.827991882668529655e+01,2.192417939248959868e+01,2.320776862013230613e+01
9.482735221119146445e+02,2.082865157783639916e+02,3.206927520115004882e+01,1.099766543823414722e+01,1.470068277391206912e+01,1.575266342930126129e+01,1.382735123738287975e+01,1.214692972599540610e+01,1.278195973640585947e+01,1.597898197247523555e+01,2.044840756849516339e+01,2.284150529701619803e+01,2.344778740146892915e+01
6.153829613568954073e+02,1.058593566351563311e+02,1.712111417081051101e+01,1.222502407575326622e+01,1.634440127762342598e+01,1.477942975829085093e+01,1.254262210958082235e+01,1.219079293751495818e+01,1.405745200166694886e+01,1.836308093396800345e+01,2.202065401102685271e+01,2.331351464589837263e+01,2.354999934409539009e+01
3.416178380315531058e+02,5.162178774733799713e+01,1.212449398861466321e+01,1.475397052742420989e+01,1.617949914150434765e+01,1.334465839782290253e+01,1.197687955121392278e+01,1.282338766634577532e+01,1.608307864705983548e+01,2.054919681802275377e+01,2.294213782621040565e+01,2.351436637557307208e+01,2.358301002667504065e+01
1.688926885435717224e+02,2.580180300852341091e+01,1.248327108586818568e+01,1.670311954611497640e+01,1.458864414010448307e+01,1.219856298880485213e+01,1.212123757934608470e+01,1.416038428596371546e+01,1.849203637652416177e+01,2.211122439323981226e+01,2.337743941013836491e+01,2.358491819810669199e+01,2.362197673642480567e+01
7.825847954344762059e+01,1.645530235576390510e+01,1.488293943394170071e+01,1.653721867397936762e+01,1.286599216183227767e+01,1.175185465330916834e+01,1.287585135854116558e+01,1.621786636982108831e+01,2.065666449329962617e+01,2.299424189553994324e+01,2.354628907224526202e+01,2.364148242283550161e+01,2.377554135488655263e+01
3.701881213773368984e+01,1.519958198139177341e+01,1.687305796789052437e+01,1.457573966926942077e+01,1.179871314353346534e+01,1.202039017690710310e+01,1.428135277124857261e+01,1.861105570948310017e+01,2.216102536435946391e+01,2.339828334892833794e+01,2.364384666609814190e+01,2.380400433129997140e+01,2.416782316136768927e+01
2.153162884845249891e+01,1.677750600443602025e+01,1.671968638155924225e+01,1.252696948370523700e+01,1.153646132945858582e+01,1.289277385747194060e+01,1.633332059339214126e+01,2.071989380558324712e+01,2.299942666656529155e+01,2.359849607477189792e+01,2.382926176640962268e+01,2.419875645707970691e+01,2.485634496956897621e+01
1.802137658259857034e+01,1.814622018780748292e+01,1.459999151776087523e+01,1.144616549752518253e+01,1.194789318714720494e+01,1.435552314364432469e+01,1.867490470930679436e+01,2.216894226848745220e+01,2.343255587777904836e+01,2.383481492109111244e+01,2.423431042012207826e+01,2.488556232692793557e+01,2.583807565596147171e+01
